Id,Brand_Name,Generic_Name,Is_Opioid
552,Haldol,Haloperidol Lactate,
553,Duac,Clindamycin Phos/Benzoyl Perox,
554,Fabior,Tazarotene,
555,Onivyde,Irinotecan Liposomal,
556,Roweepra Xr,Levetiracetam,
557,Xolegel,Ketoconazole,
558,Charlotte 24 Fe,Norethindrone-E.Estradiol-Iron,
559,Cytogam,Cytomegalovirus Immune Globuln,
560,Ulticare,"Syrg-Nd,ins,0.5/Container",
561,Calan,Verapamil Hcl,
562,Bd Insulin Syringe,"Syringe And Needle,insulin,1ml",
563,Rituxan Hycela,"Rituximab/Hyaluronidase,human",
564,Advanced Am/Pm,Om-3/Ca Carb/D3/Fa/Mv Cmb 13,
565,Sylatron 4-Pack,Peginterferon Alfa-2b,
566,Keralyt,Salicylic Acid,
567,Vitafol Nano,Prenatal No.75/Iron/Folate No1,
568,Ustell,Methen/Mblue/Sal/Sod Phos/Hyos,
569,Veletri,Epoprostenol Sodium,
570,Jasmiel,Ethinyl Estradiol/Drospirenone,
571,Ferrogels Forte,Iron Fumarate/Vit C/Vit B12/Fa,
572,Ovcon-35,Norethindrone-Ethinyl Estrad,
573,Aminosyn Ii,Parenteral Amino Acid 8.5 % #3,
574,Ciclodan,Ciclopirox,
575,Ciclodan,Ciclopirox/Skin Cleanser No.28,
576,Remifentanil Hcl,Remifentanil Hcl,
577,Acetaminophen,Acetaminophen,
578,Emverm,Mebendazole,
579,Hetlioz Lq,Tasimelteon,
580,Zeosa,Noreth-Ethinyl Estradiol/Iron,
581,Halonate,Halobetasol/Ammonium Lactate,
582,Nephro-Vite Rx,Vit B Cmplx 3/Folic Ac/C/Biot,
583,Dextrose 5%-0.33% Nacl,Dextrose 5 % And 0.3 % Nacl,
584,Ashlyna,L-Norgest/E.Estradiol-E.Estrad,
585,Romidepsin,Romidepsin,
586,Ziphex,Prenatal 147/Iron/Folic Acid,
587,Potassium Phosphates,"Potassium Phos,m-Basic-D-Basic",
588,Precision,"Syring W-Ndl,disp,insul,0.5 Ml",
589,Ob Complete Petite,Pnv #56/Iron Carb&aspg/Fa/Dha,
590,Temodar,Temozolomide,
591,Ferralet 90,"Iron Carb,gl/Fa/B12/C/Docusate",
592,Metoclopramide Hcl Odt,Metoclopramide Hcl,
593,L-Methylfolate,Levomefolate Calcium,
594,Pretomanid,Pretomanid,
595,Vp-Zel,B3/Azel Ac/Zinc/B6/Copper/Fa,
596,Taron-Prex Prenatal,Pnv39/Iron Fumarate/Fa/Dss/Dha,
597,Freestyle Precision,"Syringe & Needle,insulin,1 Ml",
598,Cefotetan & Dextrose,Cefotetan Disod/Isosm Dextrose,
599,Mitigo,Morphine Sulfate/Pf,true
600,Prodigy Insulin Syringe,"Syring W-Ndl,disp,insul,0.3 Ml",
601,Dextrose 5%-0.225% Nacl,Dextrose 5 %-0.2 % Nacl,
602,Co-Gesic,Hydrocodone/Acetaminophen,true
603,Coly-Mycin S,Neomy Sulf/Colist Sul/Hc/Thonz,
604,Esgic-Plus,Butalb/Acetaminophen/Caffeine,
605,Dyloject,Diclofenac Sodium,
606,Gvoke,Glucagon,
607,Vasculera,Diosmin Complex No.1,
608,Vantas,Histrelin Ac,
609,Amethia,L-Norgest/E.Estradiol-E.Estrad,
610,Tyzine,Tetrahydrozoline Hcl,
611,Nipent,Pentostatin,
612,Dexchlorpheniramine Maleate,Dexchlorpheniramine Maleate,
613,Magnesium Chloride,Magnesium Chloride,
614,Benzoyl Peroxide,Benzoyl Peroxide,
615,Ponstel,Mefenamic Acid,
616,Clinimix,Amino Acids 4.25%/Dextrose 20%,
617,Floxuridine,Floxuridine,
618,Tivicay Pd,Dolutegravir Sodium,
619,Vitafol,Fe Fumarate/Cal/E/Fa/Multivit,
620,Bd Insulin Syringe Micro-Fine,"Syring W-Ndl,disp,insul,0.3 Ml",
621,Tri-Vylibra Lo,Norgestimate-Ethinyl Estradiol,
622,Nitisinone,Nitisinone,
623,Clinimix E,Aa 4.25 %/Calcium/Lytes/D25w,
624,Reclast,Zoledronic Acid/Mannitol-Water,
625,Zatean-Pn Plus,Prenatal 68/Iron/Folic No1/Dha,
626,Montelukast Sodium,Montelukast Sodium,
627,Metoprolol Tartrate,Metoprolol Tartrate,
628,Clonazepam,Clonazepam,
629,Levothyroxine Sodium,Levothyroxine Sodium,
630,Lisinopril,Lisinopril,
631,Abilify,Aripiprazole,
632,Benicar,Olmesartan Medoxomil,
633,Ciprofloxacin Hcl,Ciprofloxacin Hcl,
634,Colcrys,Colchicine,
635,Enalapril Maleate,Enalapril Maleate,
636,Glipizide Xl,Glipizide,
637,Insulin Syringe,"Syring W-Ndl,disp,insul,0.5ml",
638,Quinapril Hcl,Quinapril Hcl,
639,Cefuroxime,Cefuroxime Axetil,
640,Crestor,Rosuvastatin Calcium,
641,Donepezil Hcl,Donepezil Hcl,
642,Loxapine,Loxapine Succinate,
643,Methocarbamol,Methocarbamol,
644,Oxycodone Hcl-Acetaminophen,Oxycodone Hcl/Acetaminophen,true
645,Topiramate,Topiramate,
646,Voltaren,Diclofenac Sodium,
647,Azathioprine,Azathioprine,
648,Dexilant,Dexlansoprazole,
649,Actonel,Risedronate Sodium,
650,Fenofibrate,Fenofibrate Nanocrystallized,
651,Namenda Xr,Memantine Hcl,
652,Desoximetasone,Desoximetasone,
653,Levocetirizine Dihydrochloride,Levocetirizine Dihydrochloride,
654,Proctozone-Hc,Hydrocortisone,
655,Qvar,Beclomethasone Dipropionate,
656,Chlorthalidone,Chlorthalidone,
657,Estradiol,Estradiol,
658,Diltiazem Er,Diltiazem Hcl,
659,Metolazone,Metolazone,
660,Oxcarbazepine,Oxcarbazepine,
661,Valproic Acid,Valproic Acid (As Sodium Salt),
662,Diclofenac Sodium-Misoprostol,Diclofenac Sodium/Misoprostol,
663,Zostavax,Zoster Vaccine Live/Pf,
664,Doxycycline Hyclate,Doxycycline Hyclate,
665,Dicyclomine Hcl,Dicyclomine Hcl,
666,Tribenzor,Olmesartan/Amlodipin/Hcthiazid,
667,Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
668,Felodipine Er,Felodipine,
669,Amphetamine Salt Combo,Dextroamphetamine/Amphetamine,
670,Detrol La,Tolterodine Tartrate,
671,Doxepin Hcl,Doxepin Hcl,
672,Micardis,Telmisartan,
673,Selegiline Hcl,Selegiline Hcl,
674,Hyzaar,Losartan/Hydrochlorothiazide,
675,Bisoprolol-Hydrochlorothiazide,Bisoprolol Fumarate/Hctz,
676,Chantix,Varenicline Tartrate,
677,Cyproheptadine Hcl,Cyproheptadine Hcl,
678,Simcor,Niacin/Simvastatin,
679,Terconazole,Terconazole,
680,Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide,
681,Metoprolol-Hydrochlorothiazide,Metoprolol/Hydrochlorothiazide,
682,Rapaflo,Silodosin,
683,Toprol Xl,Metoprolol Succinate,
684,Misoprostol,Misoprostol,
685,Multaq,Dronedarone Hcl,
686,Pristiq Er,Desvenlafaxine Succinate,
687,Truvada,Emtricitabine/Tenofovir,
688,Adcirca,Tadalafil,
689,Tracleer,Bosentan,
690,Restasis,Cyclosporine,
691,Vigamox,Moxifloxacin Hcl,
692,Pulmicort Flexhaler,Budesonide,
693,Singulair,Montelukast Sodium,
694,Protopic,Tacrolimus,
695,Lialda,Mesalamine,
696,Mercaptopurine,Mercaptopurine,
697,Cholestyramine Light,Cholestyramine/Aspartame,
698,Probenecid,Probenecid,
699,Chlordiazepoxide-Amitriptyline,Amitrip Hcl/Chlordiazepoxide,
700,Sustiva,Efavirenz,
701,Piroxicam,Piroxicam,
702,Zyflo Cr,Zileuton,
703,Brilinta,Ticagrelor,
704,Quinapril-Hydrochlorothiazide,Quinapril/Hydrochlorothiazide,
705,Carbidopa-Levodopa-Entacapone,Carbidopa/Levodopa/Entacapone,
706,Entacapone,Entacapone,
707,Lodosyn,Carbidopa,
708,Intelence,Etravirine,
709,Lexiva,Fosamprenavir Calcium,
710,Copaxone,Glatiramer Acetate,
711,Invanz,Ertapenem Sodium,
712,Lidocaine,Lidocaine,
713,Selzentry,Maraviroc,
714,Trihexyphenidyl Hcl,Trihexyphenidyl Hcl,
715,Enbrel,Etanercept,
716,Kombiglyze Xr,Saxagliptin Hcl/Metformin Hcl,
717,Alcohol Prep Pads,Alcohol Antiseptic Pads,
718,Zemplar,Paricalcitol,
719,Methylphenidate La,Methylphenidate Hcl,
720,Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),
721,Prolia,Denosumab,
722,Ribavirin,Ribavirin,
723,Tirosint,Levothyroxine Sodium,
724,Ampicillin Trihydrate,Ampicillin Trihydrate,
725,Keppra Xr,Levetiracetam,
726,Lamotrigine Er,Lamotrigine,
727,Acarbose,Acarbose,
728,Moviprep,Peg3350/Sod Sul/Nacl/Asb/C/Kcl,
729,Nuvigil,Armodafinil,
730,Tramadol Hcl Er,Tramadol Hcl,true
731,Cefprozil,Cefprozil,
732,Promethazine Vc,Phenylephrine Hcl/Prometh Hcl,
733,Bidil,Isosorb Dinit/Hydralazine Hcl,
734,Duloxetine Hcl,Duloxetine Hcl,
735,Ferrex 150 Forte Plus,Iron Aspgly&ps/C/B12/Fa/Ca/Suc,
736,Glumetza,Metformin Hcl,
737,Thalomid,Thalidomide,
738,Xtandi,Enzalutamide,
739,Horizant,Gabapentin Enacarbil,
740,Methamphetamine Hcl,Methamphetamine Hcl,
741,Millipred,Prednisolone,
742,Orencia,Abatacept,
743,Simponi,Golimumab,
744,Ultra Comfort,"Syringe & Needle,insulin,1 Ml",
745,Patanase,Olopatadine Hcl,
746,Disulfiram,Disulfiram,
747,Epivir Hbv,Lamivudine,
748,Kelnor 1-35,Ethynodiol D-Ethinyl Estradiol,
749,Pred Mild,Prednisolone Acetate,
750,Sulfazine Ec,Sulfasalazine,
751,Meropenem,Meropenem,
752,Codeine Sulfate,Codeine Sulfate,true
753,Hepsera,Adefovir Dipivoxil,
754,Aptivus,Tipranavir,
755,Viracept,Nelfinavir Mesylate,
756,Glucophage,Metformin Hcl,
757,Fondaparinux Sodium,Fondaparinux Sodium,
758,Cosopt,Dorzolamide Hcl/Timolol Maleat,
759,Dextrose With Sodium Chloride,Dextrose 5 %-0.45 % Nacl,
760,Protonix,Pantoprazole Sodium,
761,Vancomycin Hcl,Vancomycin Hcl/D5w,
762,Vancomycin-D5w,Vancomycin Hcl/D5w,
763,Cyclopentolate Hcl,Cyclopentolate Hcl,
764,Erythromycin,Erythromycin Base/Ethanol,
765,Remeven,Urea,
766,Kenalog-40,Triamcinolone Acetonide,
767,Tobradex St,Tobramycin/Dexamethasone,
768,Ciloxan,Ciprofloxacin Hcl,
769,Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,true
770,Ambien,Zolpidem Tartrate,
771,Adderall,Dextroamphetamine/Amphetamine,
772,Intuniv,Guanfacine Hcl,
773,Nitroglycerin,Nitroglycerin,
774,Paricalcitol,Paricalcitol,
775,Nitrolingual,Nitroglycerin,
776,Cabergoline,Cabergoline,
777,Nora-Be,Norethindrone,
778,Combipatch,Estradiol/Norethindrone Acet,
779,Imipenem-Cilastatin Sodium,Imipenem/Cilastatin Sodium,
780,Cefazolin Sodium,Cefazolin Sodium,
781,Naphazoline Hcl,Naphazoline Hcl,
782,Banzel,Rufinamide,
783,Omnitrope,Somatropin,
784,Gildess Fe,Noreth A-Et Estra/Fe Fumarate,
785,Tranxene T-Tab,Clorazepate Dipotassium,
786,Compro,Prochlorperazine Maleate,
787,Klor-Con M15,Potassium Chloride,
788,Levothroid,Levothyroxine Sodium,
789,Prozac Weekly,Fluoxetine Hcl,
790,Sodium Polystyrene Sulfonate,Sodium Polystyrene Sulfonate,
791,Alprazolam Xr,Alprazolam,
792,Abilify Maintena,Aripiprazole,
793,Insupen,"Needles, Insulin Disposable",
794,Clobex,Clobetasol Propionate,
795,Retin-A,Tretinoin,
796,Edurant,Rilpivirine Hcl,
797,Easy Touch,"Syring W-Ndl,disp,insul,0.3ml",
798,Vitacirc-B,Methyl-B12/L-Mefolate/B6 Phos,
799,Tykerb,Lapatinib Ditosylate,
800,Phospha 250 Neutral,Phosphorus #1,
801,Pred Forte,Prednisolone Acetate,
802,Methenamine Mandelate,Methenamine Mandelate,
803,Vfend Iv,Voriconazole,
804,Nicomide,M-Tetrahyrofolate/Niacin/Cu/Zn,
805,Arthrotec 75,Diclofenac Sodium/Misoprostol,
806,Fluoride,Sodium Fluoride,
807,Tysabri,Natalizumab,
808,Zolmitriptan Odt,Zolmitriptan,
809,Twinrix,Hepatitis A & B Vaccine/Pf,
810,Requip,Ropinirole Hcl,
811,Syprine,Trientine Hcl,
812,Avonex Administration Pack,Interferon Beta-1a/Albumin,
813,Nicotrol Ns,Nicotine,
814,Duexis,Ibuprofen/Famotidine,
815,Fexofenadine Hcl,Fexofenadine Hcl,
816,Rythmol Sr,Propafenone Hcl,
817,Dilacor Xr,Diltiazem Hcl,
818,Serostim,Somatropin,
819,Fentanyl Citrate,Fentanyl Citrate/Pf,true
820,Cortef,Hydrocortisone,
821,Kineret,Anakinra,
822,Multigen,Iron Ag/C/B12/Ca/Suc.Acid/Stom,
823,Tobrex,Tobramycin,
824,Egrifta,Tesamorelin Acetate,
825,Avelox Abc Pack,Moxifloxacin Hcl,
826,Agrylin,Anagrelide Hcl,
827,Periogard,Chlorhexidine Gluconate,
828,Dexamethasone Intensol,Dexamethasone,
829,Liptruzet,Ezetimibe/Atorvastatin Calcium,
830,Lactated Ringers,"Ringers Solution,lactated",
831,Fluoxetine Dr,Fluoxetine Hcl,
832,Ceftazidime,Ceftazidime Pentahydrate,
833,Cordran,Flurandrenolide,
834,Decavac,Tetanus And Diphtheria Tox/Pf,
835,Sporanox,Itraconazole,
836,Methylprednisolone Acetate,Methylprednisolone Acetate,
837,Reno Caps,Folic Acid/Vitamin B Comp W-C,
838,Tekamlo,Aliskiren/Amlodipine Besylate,
839,Cytra-2,Citric Acid/Sodium Citrate,
840,Cedax,Ceftibuten Dihydrate,
841,Fioricet,Butalb/Acetaminophen/Caffeine,
842,Levonest,Levonorgestrel-Eth Estradiol,
843,Rebif Rebidose,Interferon Beta-1a/Albumin,
844,Clinimix,Amino Acids 5 %/Dextrose 20 %,
845,Fulyzaq,Crofelemer,
846,Flonase,Fluticasone Propionate,
847,Azasan,Azathioprine,
848,Maxair Autohaler,Pirbuterol Acetate,
849,Gammaplex,"Immune Globulin,gamma(Igg)",
850,Foltanx,Methyl-B12/L-Mefolate/B6 Phos,
851,Gammagard S-D,"Immune Globulin,gamma(Igg)",
852,Myorisan,Isotretinoin,
853,Phentermine Hcl,Phentermine Hcl,
854,Zatean-Pn Dha,Pnv Combo#47/Iron/Fa #1/Dha,
855,Stalevo 75,Carbidopa/Levodopa/Entacapone,
856,Folivane-Plus,Iron Fum & P/Fa/Vit B & C No.9,
857,Metronidazole,Metronidazole/Sodium Chloride,
858,Grifulvin V,"Griseofulvin, Microsize",
859,Divigel,Estradiol,
860,Desoxyn,Methamphetamine Hcl,
861,Mesalamine,Mesalamine W/Cleansing Wipes,
862,Primsol,Trimethoprim,
863,Razadyne,Galantamine Hbr,
864,Diltzac Er,Diltiazem Hcl,
865,Menostar,Estradiol,
866,Levalbuterol Concentrate,Levalbuterol Hcl,
867,Prochlorperazine Edisylate,Prochlorperazine Edisylate,
868,Eylea,Aflibercept,
869,Lite Touch,"Syring W-Ndl,disp,insul,0.5ml",
870,Terumo Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
871,Testopel,Testosterone,
872,Loxitane,Loxapine Succinate,
873,Urso,Ursodiol,
874,Aztreonam,Aztreonam,
875,Procardia,Nifedipine,
876,Cystadane,Betaine,
877,Pamidronate Disodium,Pamidronate Disodium,
878,Riomet,Metformin Hcl,
879,Elocon,Mometasone Furoate,
880,Humulin N,Insulin Nph Human Isophane,
881,Sure Comfort,"Syring W-Ndl,disp,insul,0.5 Ml",
882,Insulin Syringe,"Syring W-Ndl,disp,insul,0.3 Ml",
883,Novolin N,Insulin Nph Human Isophane,
884,Vgo 20,"Sub-Q Insulin Device, 20 Unit",
885,Verapamil Sr,Verapamil Hcl,
886,Sovaldi,Sofosbuvir,
887,Telmisartan-Hydrochlorothiazid,Telmisartan/Hydrochlorothiazid,
888,Vaseline Petroleum,"Petrolatum,white",
889,Moxifloxacin Hcl,Moxifloxacin Hcl,
890,Penicillin G Potassium,Penicillin G Potassium,
891,Hydromorphone Er,Hydromorphone Hcl,true
892,Junel Fe,Norethindrone-E.Estradiol-Iron,
893,Lutera,Levonorgestrel-Ethin Estradiol,
894,Altavera,Levonorgestrel-Ethin Estradiol,
895,Anoro Ellipta,Umeclidinium Brm/Vilanterol Tr,
896,Nesina,Alogliptin Benzoate,
897,Ultilet Alcohol Swab,Alcohol Antiseptic Pads,
898,Elestrin,Estradiol,
899,Aviane,Levonorgestrel-Ethin Estradiol,
900,Sprix,Ketorolac Tromethamine,
901,M-M-R Ii Vaccine,"Measles,mumps&rubella Vacc/Pf",
902,Sronyx,Levonorgestrel-Ethin Estradiol,
903,Trecator,Ethionamide,
904,Clinpro 5000,Sodium Fluoride,
905,Dextrose 5%-0.2% Nacl,Dextrose 5 %-0.2 % Nacl,
906,Eraxis (Water Diluent),Anidulafungin,
907,Mentax,Butenafine Hcl,
908,Cleocin,Clindamycin Phosphate,
909,Orenitram Er,Treprostinil Diolamine,
910,Tri-Estarylla,Norgestimate-Ethinyl Estradiol,
911,Levonest,Levonorgestrel-Ethin Estradiol,
912,Minastrin 24 Fe,Norethindrone-E.Estradiol-Iron,
913,Altabax,Retapamulin,
914,Mvc-Fluoride,Pedi Mvi No.12/Sodium Fluoride,
915,Telmisartan-Amlodipine,Telmisartan/Amlodipine,
916,Pepcid,Famotidine,
917,Quillivant Xr,Methylphenidate Hcl,
918,Rifabutin,Rifabutin,
919,Multivitamin With Fluoride,Pedi M.Vit No.17 With Fluoride,
920,Pred-G,Gentamicin/Prednisol Ac,
921,Sodium Chloride,Sodium Chloride 3 %,
922,Phosphasal,Mth/Me Blue/Sod Phos/Phen/Hyos,
923,Halcion,Triazolam,
924,Aripiprazole,Aripiprazole,
925,Humalog Mix 75-25 Kwikpen,Insulin Lispro Protamin/Lispro,
926,Comfort Ez,"Pen Needle, Diabetic",
927,Prezcobix,Darunavir/Cobicistat,
928,Northera,Droxidopa,
929,Sure Comfort,"Pen Needle, Diabetic",
930,Oxycodone Hcl Er,Oxycodone Hcl,true
931,Otrexup,Methotrexate/Pf,
932,Lidocaine Hcl-Epinephrine,Lidocaine Hcl/Epinephrine,
933,Incontrol Pen Needle,"Pen Needle, Diabetic",
934,Rivastigmine,Rivastigmine,
935,Delestrogen,Estradiol Valerate,
936,Healthy Accents Unifine Pentip,"Pen Needle, Diabetic",
937,Pramipexole Er,Pramipexole Di-Hcl,
938,Ultra-Thin Ii,"Syring W-Ndl,disp,insul,0.3 Ml",
939,Gammaked,Immun Glob G (Igg)/Gly/Iga 50+,
940,Easy Comfort Insulin Syringe,"Syringe And Needle,insulin,1ml",
941,Privigen,Immun Glob G(Igg)/Pro/Iga 0-50,
942,Acthib,Haemoph B Poly Conj-Tet Tox/Pf,
943,Dalvance,Dalbavancin Hcl,
944,Fioricet With Codeine,Butalbit/Acetamin/Caff/Codeine,true
945,Evzio,Naloxone Hcl,
946,Myalept,Metreleptin,
947,Vol-Care Rx,Vit B Cmplx 3/Fa/Vit C/Biotin,
948,Tretinoin Microsphere,Tretinoin Microspheres,
949,Cosentyx Pen (2 Pens),Secukinumab,
950,Glynase,"Glyburide,micronized",
951,Advocate Syringes,"Syringe And Needle,insulin,1ml",
952,Assure Id Insulin Safety,"Syringe,needle,insuln,sf 0.5ml",
953,Paromomycin Sulfate,Paromomycin Sulfate,
954,Synercid,Quinupristin/Dalfopristin,
955,Nafcillin,"Nafcillin In Dextrose,iso-Osm",
956,Microzide,Hydrochlorothiazide,
957,Alosetron Hcl,Alosetron Hcl,
958,Carimune Nf Nanofiltered,Immun Glob G(Igg)/Sucr/Iga 50+,
959,Lidocaine-Hydrocortisone,Lidocaine/Hydrocortisone Ac,
960,Paroxetine Er,Paroxetine Hcl,
961,Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",
962,Neomycin-Polymyxin-Hydrocort,Neomycin/Polymyxin B/Hydrocort,
963,Imatinib Mesylate,Imatinib Mesylate,
964,Insumed,"Syring-Needl,disp,insul,0.3 Ml",
965,Abacavir-Lamivudine,Abacavir Sulfate/Lamivudine,
966,Quetiapine Fumarate Er,Quetiapine Fumarate,
967,Desferal Mesylate,Deferoxamine Mesylate,
968,Twinrix,Hepatitis A And B Vaccine/Pf,
969,Trueplus Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
970,Ipol,"Poliomyelitis Vaccine, Killed",
971,Vancomycin Hcl,Vancomycin Hcl In Dextrose 5 %,
972,Repatha Syringe,Evolocumab,
973,Magnesium Sulfate,Magnesium Sulfate In Water,
974,Hydrocortisone-Acetic Acid,Hydrocortisone/Acetic Acid,
975,Vfend,Voriconazole,
976,Briviact,Brivaracetam,
977,Avonex,Interferon Beta-1a/Albumin,
978,Alogliptin-Metformin,Alogliptin Benz/Metformin Hcl,
979,Multivitamin With Fluoride,Pedi Multivit No.17 W-Fluoride,
980,Olmesartan-Amlodipine-Hctz,Olmesartan/Amlodipin/Hcthiazid,
981,Proparacaine Hcl,Proparacaine Hcl,
982,Lite Touch,"Syring-Needl,disp,insul,0.3 Ml",
983,Tyvaso Refill Kit,Treprostinil/Neb Accessories,
984,Centany,Mupirocin,
985,Tetanus Diphtheria Toxoids,"Tetanus, Diphtheria Tox,adult",
986,Tivorbex,"Indomethacin, Submicronized",
987,Pnv-Dha,Pnv Combo#47/Iron/Fa #1/Dha,
988,Zofran,Ondansetron Hcl,
989,Capecitabine,Capecitabine,
990,Dextrose In Lactated Ringers,Dextrose 5%-Lactated Ringers,
991,Praluent Syringe,Alirocumab,
992,Solu-Cortef,Hydrocortisone Sod Succinate,
993,Indocin,Indomethacin,
994,Ultra-Fine Short Pen Needle,"Pen Needle, Diabetic",
995,Atripla,Efavirenz/Emtricit/Tenofovr Df,
996,Methylphenidate Hcl Er,Methylphenidate Hcl,
997,Buprenorphine,Buprenorphine,true
998,Vancomycin,Vancomycin Hcl In 5 % Dextrose,
999,Xtampza Er,Oxycodone Myristate,
1000,Scopolamine,Scopolamine,
1001,Adrenalin,Epinephrine,
1002,Nulojix,Belatacept,
1003,Duopa,Carbidopa/Levodopa,
1004,Lumizyme,Alglucosidase Alfa,
1005,Indomethacin Er,Indomethacin,
1006,Methylprednisolone Sodium Succ,Methylprednisolone Sod Succ,
1007,Xermelo,Telotristat Etiprate,
1008,Naproxen Sodium Er,Naproxen Sodium,
1009,Amabelz,Estradiol/Norethindrone Acet,
1010,Sodium Citrate-Citric Acid,Citric Acid/Sodium Citrate,
1011,Prednisone Intensol,Prednisone,
1012,Tilia Fe,Norethindrone-E.Estradiol-Iron,
1013,Osmoprep,"Sod Phosphate Mbas/Sod Phos,di",
1014,Diflucan,Fluconazole,
1015,Venclexta,Venetoclax,
1016,Cystaran,Cysteamine Hcl,
1017,Cubicin Rf,Daptomycin,
1018,Hydrocortisone,"Hydrocort/Min Oil/Petrolat,wht",
1019,Lopinavir-Ritonavir,Lopinavir/Ritonavir,
1020,Carnitor,Levocarnitine (With Sugar),
1021,Durlaza,Aspirin,
1022,Zatean-Pn Dha,Prenatal 47/Iron/Folate 1/Dha,
1023,Bydureon Bcise,Exenatide Microspheres,
1024,Carvedilol Er,Carvedilol Phosphate,
1025,Atazanavir Sulfate,Atazanavir Sulfate,
1026,Fiasp Flextouch,Insulin Aspart (Niacinamide),
1027,Enbrace Hr,Prenatal92/Iron/Folate8/Ps-Dha,
1028,Diltiazem 24hr Er (La),Diltiazem Hcl,
1029,Wymzya Fe,Noreth-Ethinyl Estradiol/Iron,
1030,Qvar Redihaler,Beclomethasone Dipropionate,
1031,Gocovri,Amantadine Hcl,
1032,Folgard Os,Calcium/Mag/D3/B12/Fa/B6/Boron,
1033,Aimovig Autoinjector (2 Pack),Erenumab-Aooe,
1034,Clinisol,Parenteral Amino Acid 15% No.5,
1035,Taytulla,Norethindrone-E.Estradiol-Iron,
1036,Synribo,Omacetaxine Mepesuccinate,
1037,Oralair,Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,
1038,Vimizim,Elosulfase Alfa,
1039,Rubraca,Rucaparib Camsylate,
1040,Tigecycline,Tigecycline,
1041,Retin-A Micro Pump,Tretinoin Microspheres,
1042,Penlac,Ciclopirox,
1043,Sumatriptan Succ-Naproxen Sod,Sumatriptan Succ/Naproxen Sod,
1044,Tazarotene,Tazarotene,
1045,Larin,Norethindrone Ac-Eth Estradiol,
1046,Bd Insulin Syringe Ult-Fine Ii,"Syringe-Needle,insulin,0.5 Ml",
1047,Cimduo,Lamivudine/Tenofovir Disop Fum,
1048,Aliskiren,Aliskiren Hemifumarate,
1049,Lonhala Magnair Starter,Glycopyrrol/Nebulizer/Accessor,
1050,Ramelteon,Ramelteon,
1051,Nano 2nd Gen Pen Needle,"Pen Needle, Diabetic",
1052,Emgality Syringe,Galcanezumab-Gnlm,
1053,Sublocade,Buprenorphine,true
1054,Needles,"Pen Needle, Diabetic",
1055,Ethynodiol-Ethinyl Estradiol,Ethynodiol D-Ethinyl Estradiol,
1056,Prevymis,Letermovir,
1057,Inbrija,Levodopa,
1058,Phenytoin Sodium,Phenytoin Sodium,
1059,Firvanq,Vancomycin Hcl,
1060,Imvexxy,Estradiol,
1061,Tavalisse,Fostamatinib Disodium,
1062,Orsythia,Levonorgestrel/Ethin.Estradiol,
1063,Kurvelo,Levonorgestrel/Ethin.Estradiol,
1064,Oracit,Citric Acid/Sodium Citrate,
1065,Yupelri,Revefenacin,
1066,Pnv-Dha + Docusate,Pnv 66/Iron/Folic/Docusate/Dha,
1067,Miglustat,Miglustat,
1068,Sure-Ject Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
1069,Insulin Aspart,Insulin Aspart,
1070,Ubrelvy,Ubrogepant,
1071,Cequa,Cyclosporine,
1072,Dextrose 5%-0.2% Nacl-Kcl,Potassium Chloride/D5-0.2%nacl,
1073,Bortezomib,Bortezomib,
1074,Baqsimi,Glucagon,
1075,Trikafta,Elexacaftor/Tezacaftor/Ivacaft,
1076,Qutenza,Capsaicin/Skin Cleanser,
1077,Trijardy Xr,Empaglifloz/Linaglip/Metformin,
1078,Gvoke Pfs 2-Pack Syringe,Glucagon,
1079,Mavenclad,Cladribine,
1080,Trientine Hcl,Trientine Hcl,
1081,Icosapent Ethyl,Icosapent Ethyl,
1082,Techlite Insulin Syringe,"Syringe And Needle,insulin,1ml",
1083,Valtoco,Diazepam,
1084,Briellyn,Norethindrone-Ethin. Estradiol,
1085,Safetyglide Syringe,"Syringe And Needle,insulin,1ml",
1086,Droplet Insulin Syringe,"Syringe And Needle,insulin,1ml",
1087,Peg3350-Sod Sul-Nacl-Kcl-Asb-C,Peg3350/Sod Sul/Nacl/Kcl/Asb/C,
1088,Glucagon Emergency Kit,Glucagon Hcl,
1089,Inderal Xl,Propranolol Hcl,
1090,Signifor Lar,Pasireotide Pamoate,
1091,Ultracare Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
1092,Lubiprostone,Lubiprostone,
1093,Tabrecta,Capmatinib Hydrochloride,
1094,Semglee,"Insulin Glargine,hum.Rec.Anlog",
1095,Sutab,Sod Sulf/Pot Chloride/Mag Sulf,
1096,Bepotastine Besilate,Bepotastine Besilate,
1097,Efavirenz-Emtric-Tenofov Disop,Efavirenz/Emtricit/Tenofovr Df,
1098,Ogivri,Trastuzumab-Dkst,
